 Nom Ville ;MAJ   ; Code Postal ; Code INSEE ;Code Région; Latitude ; Longitude ; Eloignement ;
 Amfreville-la-Campagne ;AMFREVILLE LA CAMPAGNE ;27370;27011;23;49.216667;0.95;0.59;
 Burey ;BUREY   ;27190;27120;23;48.983333;0.95;0.99;
 Le Chesne ;LE CHESNE  ;27160;27157;23;48.883333;0.95;1.66;
 Fouqueville ;FOUQUEVILLE   ;27370;27261;23;49.216667;0.95;0.59;
 Hectomare ;HECTOMARE   ;27110;27327;23;49.183333;0.95;0.56;
 Nagel-Séez-Mesnil ;NAGEL SEEZ MESNIL ;27190;27424;23;48.933333;0.95;1.33;
 Portes ;PORTES   ;27190;27472;23;49.033333;0.95;0.88;
 Saint-Ouen-d'Attez ;SAINT OUEN D ATTEZ;27160;27578;23;48.8;0.95;2.22;
 Saint-Ouen-de-Pontcheuil ;SAINT OUEN DE PONTCHEUIL;27370;27579;23;49.233333;0.95;0.7;
 Saint-Ouen-du-Tilleul ;SAINT OUEN DU TILLEUL;27670;27582;23;49.283333;0.95;1.04;
 Le Thuit-Signol ;LE THUIT SIGNOL ;27370;27638;23;49.266667;0.95;0.92;
 Le Tilleul-Lambert ;LE TILLEUL LAMBERT ;27110;27641;23;49.083333;0.95;1.13;
 Argenvilliers ;ARGENVILLIERS   ;28420;28010;24;48.266667;0.95;1.95;
 Beaumont-les-Autels ;BEAUMONT LES AUTELS ;28420;28031;24;48.25;0.95;1.95;
 Alan ;ALAN   ;31420;31005;72;43.216667;0.95;1.09;
 Goudex ;GOUDEX   ;31230;31223;72;43.366667;0.95;1.54;
 Lussan-Adeilhac ;LUSSAN ADEILHAC  ;31430;31309;72;43.316667;0.95;1.31;
 Mancioux ;MANCIOUX   ;31360;31314;72;43.15;0.95;0.97;
 Mane ;MANE   ;31260;31315;72;43.083333;0.95;1.1;
 Marignac-Laspeyres ;MARIGNAC LASPEYRES  ;31220;31318;72;43.216667;0.95;1.93;
 Salies-du-Salat ;SALIES DU SALAT ;31260;31523;72;43.116667;0.95;0.95;
 Samouillan ;SAMOUILLAN   ;31420;31529;72;43.266667;0.95;1.21;
 Urau ;URAU   ;31260;31562;72;43.016667;0.95;1.4;
 Frégouville ;FREGOUVILLE   ;32490;32134;91;43.6;0.95;1.68;
 Montégut-Savès ;MONTEGUT SAVES  ;32220;32284;91;43.433333;0.95;1.68;
 Saint-Lizier-du-Planté ;SAINT LIZIER DU PLANTE;32220;32386;91;43.416667;0.95;1.68;
 Sirac ;SIRAC   ;32430;32435;91;43.716667;0.95;1.68;
 Lurais ;LURAIS   ;36220;36104;24;46.7;0.95;2.47;
 Tournon-Saint-Martin ;TOURNON SAINT MARTIN ;36220;36224;24;46.733333;0.95;2.47;
 Azay-sur-Indre ;AZAY SUR INDRE ;37310;37016;24;47.2;0.95;1.16;
 Bossay-sur-Claise ;BOSSAY SUR CLAISE ;37290;37028;24;46.833333;0.95;2.51;
 Dierre ;DIERRE   ;37150;37096;24;47.35;0.95;1.95;
 Montreuil-en-Touraine ;MONTREUIL EN TOURAINE ;37530;37158;24;47.483333;0.95;1.85;
 Arville ;ARVILLE   ;41170;41005;24;48.066667;0.95;2.35;
 Mazangé ;MAZANGE   ;41100;41131;24;47.816667;0.95;1.98;
 Saint-Marc-du-Cor ;SAINT MARC DU COR;41170;41224;24;47.966667;0.95;1.78;
 Villechauve ;VILLECHAUVE   ;41310;41278;24;47.65;0.95;1.43;
 Anthé ;ANTHE   ;47370;47011;72;44.383333;0.95;2.09;
 Cuzorn ;CUZORN   ;47500;47077;72;44.55;0.95;2.09;
 Barentin ;BARENTIN   ;76360;76057;23;49.55;0.95;0.94;
 Bourdainville ;BOURDAINVILLE   ;76760;76132;23;49.666667;0.95;1.32;
 Brachy ;BRACHY   ;76730;76136;23;49.816667;0.95;1.06;
 La Fontelaye ;LA FONTELAYE  ;76890;76274;23;49.683333;0.95;1.34;
 Imbleville ;IMBLEVILLE   ;76890;76373;23;49.716667;0.95;1.48;
 Quevillon ;QUEVILLON   ;76840;76513;23;49.416667;0.95;1.95;
 Royville ;ROYVILLE   ;76730;76546;23;49.783333;0.95;0.81;
 Saint-Denis-d'Aclon ;SAINT DENIS D ACLON;76860;76572;23;49.866667;0.95;1.44;
 Castelsagrat ;CASTELSAGRAT   ;82400;82032;11;44.183333;0.95;1.25;
 Coutures ;COUTURES   ;82210;82046;11;43.95;0.95;1.88;
 Faudoas ;FAUDOAS   ;82500;82059;11;43.833333;0.95;1.79;
 Goas ;GOAS   ;82500;82071;11;43.816667;0.95;1.92;
 Lacour ;LACOUR   ;82190;82084;11;44.3;0.95;1.96;
 Roquecor ;ROQUECOR   ;82150;82151;11;44.316667;0.95;2.09;
 Saint-Clair ;SAINT CLAIR  ;82400;82160;11;44.166667;0.95;-1;
 Champsac ;CHAMPSAC   ;87230;87036;72;45.7;0.95;1.35;
 Saint-Bonnet-de-Bellac ;SAINT BONNET DE BELLAC;87300;87139;72;46.166667;0.95;1.95;
 Saint-Brice-sur-Vienne ;SAINT BRICE SUR VIENNE;87200;87140;72;45.883333;0.95;1.35;
 Saint-Cyr ;SAINT CYR  ;87310;87141;72;45.8;0.95;1.35;
 Saint-Laurent-sur-Gorre ;SAINT LAURENT SUR GORRE;87310;87158;72;45.766667;0.95;1.35;
 Tournon-Saint-Pierre ;TOURNON SAINT PIERRE ;37290;37259;24;46.73718;0.95367;-1;
 Buzan ;BUZAN   ;9800;9069;73;42.95;0.966667;2.49;
 Illartein ;ILLARTEIN   ;9800;9141;73;42.933333;0.966667;2.49;
 La Boissière-d'Ans ;LA BOISSIERE D ANS;24640;24047;72;45.233333;0.966667;0.79;
 Campagne ;CAMPAGNE   ;24260;24076;72;44.9;0.966667;1.18;
 Firbeix ;FIRBEIX   ;24450;24180;72;45.6;0.966667;2.44;
 Fongalop ;FONGALOP   ;24170;24185;72;44.716667;0.966667;1.57;
 Saint-Cernin-de-Reillac ;SAINT CERNIN DE REILLAC;24580;24387;72;45.033333;0.966667;1.22;
 Saint-Jory-las-Bloux ;SAINT JORY LAS BLOUX;24160;24429;72;45.366667;0.966667;1.74;
 Crestot ;CRESTOT   ;27110;27185;23;49.2;0.966667;0.74;
 Marbeuf ;MARBEUF   ;27110;27389;23;49.15;0.966667;0.14;
 Ormes ;ORMES   ;27190;27446;23;49.05;0.966667;1.17;
 Saint-Denis-du-Béhélan ;SAINT DENIS DU BEHELAN;27160;27532;23;48.866667;0.966667;1.78;
 Saint-Élier ;SAINT ELIER  ;27190;27535;23;48.983333;0.966667;0.99;
 Saint-Pierre-des-Fleurs ;SAINT PIERRE DES FLEURS;27370;27593;23;49.25;0.966667;0.81;
 Le Thuit-Anger ;LE THUIT ANGER ;27370;27636;23;49.266667;0.966667;0.92;
 Beauche ;BEAUCHE   ;28270;28030;24;48.683333;0.966667;1.88;
 Frétigny ;FRETIGNY   ;28480;28165;24;48.366667;0.966667;1.88;
 La Puisaye ;LA PUISAYE  ;28250;28310;24;48.6;0.966667;1.88;
 Rueil-la-Gadelière ;RUEIL LA GADELIERE ;28270;28322;24;48.716667;0.966667;1.88;
 Saint-Victor-de-Buthon ;SAINT VICTOR DE BUTHON;28240;28362;24;48.4;0.966667;1.88;
 Boussens ;BOUSSENS   ;31360;31084;72;43.183333;0.966667;1.57;
 Castagnède ;CASTAGNEDE   ;31260;31112;72;43.05;0.966667;1.25;
 Francon ;FRANCON   ;31420;31196;72;43.266667;0.966667;1.49;
 His ;HIS   ;31260;31237;72;43.066667;0.966667;1.17;
 Roquefort-sur-Garonne ;ROQUEFORT SUR GARONNE ;31360;31457;72;43.166667;0.966667;1.42;
 Saleich ;SALEICH   ;31260;31521;72;43.016667;0.966667;1.4;
 Sénarens ;SENARENS   ;31430;31543;72;43.35;0.966667;1.24;
 Terrebasse ;TERREBASSE   ;31420;31552;72;43.25;0.966667;1.39;
 Touille ;TOUILLE   ;31260;31554;72;43.083333;0.966667;1.1;
 Catonvielle ;CATONVIELLE   ;32200;32092;91;43.65;0.966667;1.79;
 Cazaux-Savès ;CAZAUX SAVES  ;32130;32098;91;43.533333;0.966667;1.74;
 Montpézat ;MONTPEZAT   ;32220;32289;91;43.4;0.966667;1.76;
 Sainte-Anne ;SAINTE ANNE  ;32430;32357;91;43.733333;0.966667;1.74;
 Sauvimont ;SAUVIMONT   ;32220;32420;91;43.45;0.966667;1.74;
 Ingrandes ;INGRANDES   ;36300;36087;24;46.6;0.966667;2.41;
 Preuilly-la-Ville ;PREUILLY LA VILLE ;36220;36167;24;46.683333;0.966667;2.41;
 Chambourg-sur-Indre ;CHAMBOURG SUR INDRE ;37310;37049;24;47.183333;0.966667;1.22;
 Saint-Senoch ;SAINT SENOCH  ;37600;37238;24;47.05;0.966667;1.23;
 Saunay ;SAUNAY   ;37110;37240;24;47.6;0.966667;2.02;
 Ambloy ;AMBLOY   ;41310;41001;24;47.716667;0.966667;1.37;
 Boursay ;BOURSAY   ;41270;41024;24;48.016667;0.966667;2.06;
 Thoré-la-Rochette ;THORE LA ROCHETTE ;41100;41259;24;47.783333;0.966667;1.71;
 Blanquefort-sur-Briolance ;BLANQUEFORT SUR BRIOLANCE ;47500;47029;72;44.6;0.966667;2.16;
 Blaymont ;BLAYMONT   ;47470;47030;72;44.316667;0.966667;2.16;
 Bourlens ;BOURLENS   ;47370;47036;72;44.416667;0.966667;2.16;
 Fumel ;FUMEL   ;47500;47106;72;44.5;0.966667;2.16;
 Saint-Front-sur-Lémance ;SAINT FRONT SUR LEMANCE;47500;47242;72;44.566667;0.966667;2.16;
 Saint-Vite ;SAINT VITE  ;47500;47283;72;44.483333;0.966667;2.16;
 Émanville ;EMANVILLE   ;76570;76234;23;49.616667;0.966667;0.61;
 Gueures ;GUEURES   ;76730;76334;23;49.833333;0.966667;1.19;
 Hénouville ;HENOUVILLE   ;76840;76354;23;49.483333;0.966667;1.44;
 Lestanville ;LESTANVILLE   ;76730;76383;23;49.75;0.966667;0.88;
 La Londe ;LA LONDE  ;76500;76391;23;49.3;0.966667;2.82;
 Longueil ;LONGUEIL   ;76860;76395;23;49.883333;0.966667;1.57;
 Moulineaux ;MOULINEAUX   ;76530;76457;23;49.35;0.966667;2.45;
 Ouville-la-Rivière ;OUVILLE LA RIVIERE ;76860;76492;23;49.866667;0.966667;1.44;
 Pavilly ;PAVILLY   ;76570;76495;23;49.566667;0.966667;1.08;
 Roumare ;ROUMARE   ;76480;76541;23;49.516667;0.966667;1.76;
 Sainte-Austreberthe ;SAINTE AUSTREBERTHE  ;76570;76566;23;49.6;0.966667;0.57;
 Saint-Martin-de-Boscherville ;SAINT MARTIN DE BOSCHERVILLE;76840;76614;23;49.45;0.966667;1.69;
 Saint-Ouen-le-Mauger ;SAINT OUEN LE MAUGER;76730;76629;23;49.766667;0.966667;0.69;
 Saint-Pierre-Bénouville ;SAINT PIERRE BENOUVILLE ;76890;76632;23;49.75;0.966667;1.61;
 Auterive ;AUTERIVE   ;82500;82006;11;43.858333;0.966667;-1;
 Bourg-de-Visa ;BOURG DE VISA ;82190;82022;11;44.25;0.966667;1.56;
 Le Causé ;LE CAUSE  ;82500;82036;11;43.8;0.966667;2.06;
 Merles ;MERLES   ;82210;82109;11;44.066667;0.966667;1.5;
 Le Pin ;LE PIN  ;82340;82139;11;44.05;0.966667;1.7;
 Journet ;JOURNET   ;86290;86118;11;46.466667;0.966667;2.46;
 Darnac ;DARNAC   ;87320;87055;72;46.216667;0.966667;1.71;
 Montrol-Sénard ;MONTROL SENARD  ;87330;87100;72;46.033333;0.966667;1.41;
 Mortemart ;MORTEMART   ;87330;87101;72;46.05;0.966667;1.27;
 Thiat ;THIAT   ;87320;87196;72;46.266667;0.966667;1.98;
 Brassac ;BRASSAC   ;82190;82024;11;44.216667;0.975;-1;
 Aucazein ;AUCAZEIN   ;9800;9025;73;42.933333;0.983333;2.42;
 Balacet ;BALACET   ;9800;9034;73;42.883333;0.983333;2.42;
 La Bastide-du-Salat ;LA BASTIDE DU SALAT;9160;9041;73;43.05;0.983333;2.42;
 Mauvezin-de-Prat ;MAUVEZIN DE PRAT ;9160;9183;73;43.033333;0.983333;2.42;
 La Coquille ;LA COQUILLE  ;24450;24133;72;45.55;0.983333;2.21;
 Coulaures ;COULAURES   ;24420;24137;72;45.3;0.983333;1.97;
 Fossemagne ;FOSSEMAGNE   ;24210;24188;72;45.133333;0.983333;1.08;
 Limeyrat ;LIMEYRAT   ;24210;24241;72;45.166667;0.983333;1.01;
 Manaurie ;MANAURIE   ;24620;24249;72;44.966667;0.983333;1.65;
 Monplaisant ;MONPLAISANT   ;24170;24293;72;44.783333;0.983333;1.27;
 Nanthiat ;NANTHIAT   ;24800;24305;72;45.4;0.983333;1.53;
 Saint-Germain-des-Prés ;SAINT GERMAIN DES PRES;24160;24417;72;45.333333;0.983333;1.4;
 Siorac-en-Périgord ;SIORAC EN PERIGORD ;24170;24538;72;44.816667;0.983333;1.33;
 Le Bec-Thomas ;LE BEC THOMAS ;27370;27053;23;49.233333;0.983333;0.7;
 Cesseville ;CESSEVILLE   ;27110;27135;23;49.183333;0.983333;0.53;
 La Croisille ;LA CROISILLE  ;27190;27189;23;48.966667;0.983333;1.1;
 Ferrières-Haut-Clocher ;FERRIERES HAUT CLOCHER ;27190;27238;23;49.016667;0.983333;0.82;
 Le Fresne ;LE FRESNE  ;27190;27268;23;48.95;0.983333;1.21;
 Graveron-Sémerville ;GRAVERON SEMERVILLE  ;27110;27298;23;49.1;0.983333;0.86;
 Piseux ;PISEUX   ;27130;27457;23;48.766667;0.983333;2.45;
 Saint-Aubin-d'Écrosville ;SAINT AUBIN D ECROSVILLE;27110;27511;23;49.15;0.983333;0.23;
 La Saussaye ;LA SAUSSAYE  ;27370;27616;23;49.266667;0.983333;0.92;
 Tournedos-Bois-Hubert ;TOURNEDOS BOIS HUBERT ;27180;27650;23;49.083333;0.983333;1.88;
 La Bazoche-Gouet ;LA BAZOCHE GOUET ;28330;28027;24;48.133333;0.983333;1.8;
 La Mancelière ;LA MANCELIERE  ;28270;28231;24;48.65;0.983333;1.8;
 Manou ;MANOU   ;28240;28232;24;48.516667;0.983333;1.8;
 Miermaigne ;MIERMAIGNE   ;28420;28252;24;48.25;0.983333;1.8;
 Saint-Denis-d'Authou ;SAINT DENIS D AUTHOU;28480;28331;24;48.35;0.983333;1.8;
 Thiron-Gardais ;THIRON GARDAIS  ;28480;28387;24;48.316667;0.983333;1.8;
 Brignemont ;BRIGNEMONT   ;31480;31090;72;43.783333;0.983333;2.08;
 Cassagne ;CASSAGNE   ;31260;31110;72;43.116667;0.983333;0.95;
 Fustignac ;FUSTIGNAC   ;31430;31204;72;43.3;0.983333;0.76;
 Montégut-Bourjac ;MONTEGUT BOURJAC  ;31430;31370;72;43.283333;0.983333;0.86;
 Saint-Araille ;SAINT ARAILLE  ;31430;31469;72;43.35;0.983333;1.02;
 Castillon-Savès ;CASTILLON SAVES  ;32490;32090;91;43.566667;0.983333;1.79;
 Cologne ;COLOGNE   ;32430;32106;91;43.716667;0.983333;1.79;
 Labastide-Savès ;LABASTIDE SAVES  ;32130;32171;91;43.516667;0.983333;1.79;
 Laymont ;LAYMONT   ;32220;32206;91;43.416667;0.983333;1.79;
 Monblanc ;MONBLANC   ;32130;32261;91;43.466667;0.983333;1.79;
 Monferran-Savès ;MONFERRAN SAVES  ;32490;32268;91;43.6;0.983333;1.79;
 Roquelaure-Saint-Aubin ;ROQUELAURE SAINT AUBIN ;32430;32349;91;43.666667;0.983333;1.79;
 Thoux ;THOUX   ;32430;32444;91;43.683333;0.983333;1.79;
 Fontgombault ;FONTGOMBAULT   ;36220;36076;24;46.683333;0.983333;2.35;
 Amboise ;AMBOISE   ;37530;37003;24;47.416667;0.983333;1.29;
 Charnizay ;CHARNIZAY   ;37290;37061;24;46.916667;0.983333;2.02;
 La Croix-en-Touraine ;LA CROIX EN TOURAINE;37150;37091;24;47.333333;0.983333;1.29;
 Pocé-sur-Cisse ;POCE SUR CISSE ;37530;37185;24;47.433333;0.983333;1.29;
 Villiersfaux ;VILLIERSFAUX   ;41100;41293;24;47.75;0.983333;1.57;
 Montayral ;MONTAYRAL   ;47500;47185;72;44.483333;0.983333;2.24;
 Belleville-en-Caux ;BELLEVILLE EN CAUX ;76890;76072;23;49.7;0.983333;0.82;
 Goupillières ;GOUPILLIERES   ;76570;76311;23;49.583333;0.983333;1.06;
 Hautot-sur-Seine ;HAUTOT SUR SEINE ;76113;76350;23;49.366667;0.983333;2.32;
 Hermanville ;HERMANVILLE   ;76730;76356;23;49.816667;0.983333;1.06;
 Hugleville-en-Caux ;HUGLEVILLE EN CAUX ;76570;76370;23;49.633333;0.983333;1.26;
 Lammerville ;LAMMERVILLE   ;76730;76380;23;49.8;0.983333;0.94;
 Orival ;ORIVAL   ;76500;76486;23;49.3;0.983333;2.82;
 Thil-Manneville ;THIL MANNEVILLE  ;76730;76690;23;49.833333;0.983333;1.19;
 Varengeville-sur-Mer ;VARENGEVILLE SUR MER ;76119;76720;23;49.916667;0.983333;1.82;
 Beaumont-de-Lomagne ;BEAUMONT DE LOMAGNE ;82500;82013;11;43.883333;0.983333;1.39;
 Gensac ;GENSAC   ;82120;82067;11;43.95;0.983333;2.08;
 Malause ;MALAUSE   ;82200;82101;11;44.1;0.983333;1.17;
 Saint-Paul-d'Espis ;SAINT PAUL D ESPIS;82400;82170;11;44.133333;0.983333;1.27;
 Béthines ;BETHINES   ;86310;86025;11;46.55;0.983333;2.53;
 Châlus ;CHALUS   ;87230;87032;72;45.65;0.983333;1.33;
 La Croix-sur-Gartempe ;LA CROIX SUR GARTEMPE;87210;87052;72;46.166667;0.983333;1.44;
 Gorre ;GORRE   ;87310;87073;72;45.733333;0.983333;1.72;
 Javerdat ;JAVERDAT   ;87520;87078;72;45.95;0.983333;1.25;
 Saint-Sornin-la-Marche ;SAINT SORNIN LA MARCHE;87210;87179;72;46.183333;0.983333;1.53;
 Audressein ;AUDRESSEIN   ;9800;9026;73;42.933333;1.016667;2.27;
 Balaguères ;BALAGUERES   ;9800;9035;73;42.966667;1.016667;2.27;
 Betchat ;BETCHAT   ;9160;9054;73;43.1;1.016667;2.27;
 Salsein ;SALSEIN   ;9800;9279;73;42.9;1.016667;2.27;
 Sor ;SOR   ;9800;9297;73;42.916667;1.016667;2.27;
 Ajat ;AJAT   ;24210;24004;72;45.15;1.016667;0.96;
 Marnac ;MARNAC   ;24220;24254;72;44.833333;1.016667;1.1;
 Mazeyrolles ;MAZEYROLLES   ;24550;24263;72;44.666667;1.016667;1.8;
 Sainte-Eulalie-d'Ans ;SAINTE EULALIE D ANS;24640;24401;72;45.25;1.016667;1.34;
 Saint-Pantaly-d'Excideuil ;SAINT PANTALY D EXCIDEUIL;24160;24476;72;45.316667;1.016667;1.15;
 Saint-Priest-les-Fougères ;SAINT PRIEST LES FOUGERES;24450;24489;72;45.533333;1.016667;2.13;
 Champ-Dolent ;CHAMP DOLENT  ;27190;27141;23;48.966667;1.016667;1.1;
 Chanteloup ;CHANTELOUP   ;27240;27145;23;48.883333;1.016667;1.66;
 Claville ;CLAVILLE   ;27180;27161;23;49.05;1.016667;1.09;
 Courteilles ;COURTEILLES   ;27130;27182;23;48.733333;1.016667;2.67;
 Criquebeuf-la-Campagne ;CRIQUEBEUF LA CAMPAGNE ;27110;27187;23;49.2;1.016667;1.06;
 Ecquetot ;ECQUETOT   ;27110;27215;23;49.166667;1.016667;0.79;
 Gaudreville-la-Rivière ;GAUDREVILLE LA RIVIERE ;27190;27281;23;48.983333;1.016667;1.08;
 Glisolles ;GLISOLLES   ;27190;27287;23;48.983333;1.016667;1.08;
 Mandeville ;MANDEVILLE   ;27370;27382;23;49.216667;1.016667;1.34;
 Quittebeuf ;QUITTEBEUF   ;27110;27486;23;49.1;1.016667;1.12;
 Saint-Cyr-la-Campagne ;SAINT CYR LA CAMPAGNE;27370;27529;23;49.25;1.016667;1.32;
 Les Châtelets ;LES CHATELETS  ;28270;28090;24;48.65;1.016667;-1;
 Fontaine-Simon ;FONTAINE SIMON  ;28240;28156;24;48.5;1.016667;1.66;
 La Framboisière ;LA FRAMBOISIERE  ;28250;28159;24;48.6;1.016667;1.66;
 La Loupe ;LA LOUPE  ;28240;28214;24;48.466667;1.016667;1.66;
 Montigny-sur-Avre ;MONTIGNY SUR AVRE ;28270;28263;24;48.733333;1.016667;1.7;
 Montlandon ;MONTLANDON   ;28240;28265;24;48.383333;1.016667;1.66;
 Saint-Éliph ;SAINT ELIPH  ;28240;28335;24;48.45;1.016667;1.66;
 Ausseing ;AUSSEING   ;31260;31030;72;43.15;1.016667;1.73;
 Belbèze-en-Comminges ;BELBEZE EN COMMINGES ;31260;31059;72;43.133333;1.016667;1.48;
 Castelnau-Picampeau ;CASTELNAU PICAMPEAU  ;31430;31119;72;43.3;1.016667;0.34;
 Lescuns ;LESCUNS   ;31220;31292;72;43.25;1.016667;1.14;
 Montastruc-Savès ;MONTASTRUC SAVES  ;31370;31359;72;43.35;1.016667;1.48;
 Montclar-de-Comminges ;MONTCLAR DE COMMINGES ;31220;31367;72;43.166667;1.016667;0.97;
 Montoussin ;MONTOUSSIN   ;31430;31387;72;43.266667;1.016667;0.74;
 Le Pin-Murelet ;LE PIN MURELET ;31370;31419;72;43.4;1.016667;1.11;
 Sajas ;SAJAS   ;31370;31520;72;43.366667;1.016667;1.31;
 Sana ;SANA   ;31220;31530;72;43.233333;1.016667;0.95;
 Clermont-Savès ;CLERMONT SAVES  ;32600;32105;91;43.616667;1.016667;1.91;
 Marestaing ;MARESTAING   ;32490;32234;91;43.583333;1.016667;1.91;
 Pompiac ;POMPIAC   ;32130;32322;91;43.516667;1.016667;1.91;
 Concremiers ;CONCREMIERS   ;36300;36058;24;46.6;1.016667;2.22;
 Saint-Aigny ;SAINT AIGNY  ;36300;36178;24;46.633333;1.016667;2.22;
 Beaulieu-lès-Loches ;BEAULIEU LES LOCHES ;37600;37020;24;47.116667;1.016667;1.42;
 Morand ;MORAND   ;37110;37160;24;47.566667;1.016667;1.83;
 Huisseau-en-Beauce ;HUISSEAU EN BEAUCE ;41310;41103;24;47.716667;1.016667;1.16;
 Saint-Gourgon ;SAINT GOURGON  ;41310;41213;24;47.666667;1.016667;1.16;
 Soturac ;SOTURAC   ;46700;46307;73;44.5;1.016667;2.52;
 Sauveterre-la-Lémance ;SAUVETERRE LA LEMANCE ;47500;47292;72;44.583333;1.016667;2.38;
 Thézac ;THEZAC   ;47370;47307;72;44.433333;1.016667;2.38;
 Saint-Aubin-lès-Elbeuf ;SAINT AUBIN LES ELBEUF;76410;76561;23;49.3;1.016667;2.82;
 Saint-Jean-du-Cardonnay ;SAINT JEAN DU CARDONNAY;76150;76594;23;49.5;1.016667;1.32;
 Saint-Mards ;SAINT MARDS  ;76730;76604;23;49.766667;1.016667;1.31;
 Saint-Ouen-du-Breuil ;SAINT OUEN DU BREUIL;76890;76628;23;49.633333;1.016667;0.86;
 Saint-Vaast-du-Val ;SAINT VAAST DU VAL;76890;76654;23;49.683333;1.016667;0.16;
 La Vaupalière ;LA VAUPALIERE  ;76150;76728;23;49.483333;1.016667;1.44;
 Boudou ;BOUDOU   ;82200;82019;11;44.1;1.016667;0.81;
 Fajolles ;FAJOLLES   ;82210;82058;11;43.966667;1.016667;1.05;
 Montaigu-de-Quercy ;MONTAIGU DE QUERCY ;82150;82117;11;44.333333;1.016667;2.23;
 Saint-Nazaire-de-Valentane ;SAINT NAZAIRE DE VALENTANE;82190;82168;11;44.233333;1.016667;1.42;
 Blond ;BLOND   ;87300;87018;72;46.05;1.016667;1.16;
 Arrout ;ARROUT   ;9800;9018;73;42.95;1.033333;2.2;
 Les Bordes-sur-Lez ;LES BORDES SUR LEZ;9800;9062;73;42.9;1.033333;2.2;
 Castillon-en-Couserans ;CASTILLON EN COUSERANS ;9800;9085;73;42.933333;1.033333;2.2;
 Berbiguières ;BERBIGUIERES   ;24220;24036;72;44.833333;1.033333;1.04;
 Gabillou ;GABILLOU   ;24210;24192;72;45.2;1.033333;1.02;
 Lavaur ;LAVAUR   ;24550;24232;72;44.6;1.033333;2.1;
 Saint-Amand-de-Belvès ;SAINT AMAND DE BELVES;24170;24363;72;44.766667;1.033333;1.35;
 Saint-Cernin-de-l'Herm ;SAINT CERNIN DE L;24550;24386;72;44.633333;1.033333;1.95;
 Saint-Cyprien ;SAINT CYPRIEN  ;24220;24396;72;44.866667;1.033333;1.02;
 Saint-Germain-de-Belvès ;SAINT GERMAIN DE BELVES;24170;24416;72;44.8;1.033333;1.19;
 Saint-Martial-d'Albarède ;SAINT MARTIAL D ALBAREDE;24160;24448;72;45.333333;1.033333;1.23;
 Sarrazac ;SARRAZAC   ;24800;24522;72;45.433333;1.033333;1.68;
 Tursac ;TURSAC   ;24620;24559;72;44.966667;1.033333;1.02;
 Bernienville ;BERNIENVILLE   ;27180;27057;23;49.083333;1.033333;1.36;
 Caugé ;CAUGE   ;27180;27132;23;49.016667;1.033333;0.76;
 Daubeuf-la-Campagne ;DAUBEUF LA CAMPAGNE ;27110;27201;23;49.183333;1.033333;1.12;
 Feuguerolles ;FEUGUEROLLES   ;27110;27241;23;49.133333;1.033333;1.06;
 L'Hosmes ;L HOSMES  ;27570;27341;23;48.783333;1.033333;2.34;
 Orvaux ;ORVAUX   ;27190;27447;23;48.933333;1.033333;1.5;
 Saint-Didier-des-Bois ;SAINT DIDIER DES BOIS;27370;27534;23;49.233333;1.033333;1.61;
 Luigny ;LUIGNY   ;28420;28219;24;48.233333;1.033333;1.97;
 Montireau ;MONTIREAU   ;28240;28264;24;48.4;1.033333;1.58;
 La Saucelle ;LA SAUCELLE  ;28250;28368;24;48.633333;1.033333;1.58;
 Senonches ;SENONCHES   ;28250;28373;24;48.55;1.033333;1.58;
 Cabanac-Séguenville ;CABANAC SEGUENVILLE  ;31480;31096;72;43.8;1.033333;2.12;
 Francazal ;FRANCAZAL   ;31260;31195;72;43.016667;1.033333;1.89;
 Laréole ;LAREOLE   ;31480;31275;72;43.733333;1.033333;1.82;
 Mauran ;MAURAN   ;31220;31327;72;43.183333;1.033333;0.65;
 Mondavezan ;MONDAVEZAN   ;31220;31349;72;43.233333;1.033333;0.74;
 Monès ;MONES   ;31370;31353;72;43.416667;1.033333;0.84;
 Pouy-de-Touges ;POUY DE TOUGES ;31430;31436;72;43.35;1.033333;0.71;
 Encausse ;ENCAUSSE   ;32430;32120;91;43.7;1.033333;1.96;
 Monbrun ;MONBRUN   ;32600;32262;91;43.666667;1.033333;1.96;
 Pébées ;PEBEES   ;32130;32308;91;43.45;1.033333;1.96;
 Lureuil ;LUREUIL   ;36220;36105;24;46.75;1.033333;2.16;
 Martizay ;MARTIZAY   ;36220;36113;24;46.8;1.033333;2.16;
 Obterre ;OBTERRE   ;36290;36145;24;46.9;1.033333;2.16;
 Pouligny-Saint-Pierre ;POULIGNY SAINT PIERRE ;36300;36165;24;46.683333;1.033333;2.16;
 Chargé ;CHARGE   ;37530;37060;24;47.433333;1.033333;1.49;
 Dame-Marie-les-Bois ;DAME MARIE LES BOIS;37110;37095;24;47.533333;1.033333;1.63;
 Ferrière-sur-Beaulieu ;FERRIERE SUR BEAULIEU ;37600;37108;24;47.133333;1.033333;1.49;
 Limeray ;LIMERAY   ;37530;37131;24;47.466667;1.033333;1.49;
 Saint-Flovier ;SAINT FLOVIER  ;37600;37218;24;46.95;1.033333;1.82;
 Saint-Jean-Saint-Germain ;SAINT JEAN SAINT GERMAIN;37600;37222;24;47.083333;1.033333;1.49;
 Saint-Nicolas-des-Motets ;SAINT NICOLAS DES MOTETS;37110;37229;24;47.583333;1.033333;1.93;
